patient_id,name,id_card,gender,age,department,diagnosis
P100760,汪洁红,6200718202401257762,female,0,口腔科,2型糖尿病; 产检
P100761,余龙,1401504197009057857,male,54,肾内科,高脂血症
P100762,曹刚伟,620012819891002923X,male,35,外科,肝功能异常
P100763,宋梅琳,4501316197605058409,female,48,口腔科,心力衰竭
P100764,谭泽,3401810194412108331,male,80,ICU,胆囊炎; 胃炎
P100765,丁海,1501708197502073997,male,49,心内科,肾功能不全
P100766,曹鑫,6300209198001163599,male,44,血液科,慢性支气管炎
P100767,沈凯强,2300713194608022375,male,78,新生儿科,肝硬化
P100768,郝泽,310190719340627961X,male,90,内分泌科,高脂血症; 急性上呼吸道感染
P100769,孔龙,3601924194909157299,male,75,消化内科,支气管哮喘
P100770,曹玲,2301810198505034387,female,39,血液科,房颤
P100771,傅莉,3201922193901044145,female,85,骨科,2型糖尿病
P100772,王璐琳,1201903196604143589,female,58,新生儿科,肺炎
P100773,宋莉,5000605199103087909,female,33,呼吸内科,冠心病
P100774,廖鑫,5200909201904020255,male,5,新生儿科,脑梗死; 尿路感染
P100775,吴晨,4401227197604118777,male,48,急诊科,慢性肾病; 肾功能不全
P100776,蒋嘉,4101020199311120330,male,31,肾内科,肾功能不全
P100777,朱嘉浩,620192319591217443X,male,65,血液科,冠心病; 肾功能不全
P100778,徐丽,5001824194009195386,female,84,康复科,急性上呼吸道感染
P100779,金琪,3300826198805089848,female,36,呼吸内科,消化性溃疡
P100780,田海泽,4102008198106215774,male,43,呼吸内科,肝功能异常
P100781,戴天,1400314197406115395,male,50,儿科,甲状腺功能减退
P100782,姜伟海,5300405198912160476,male,35,内科,肺炎; 肝功能异常
P100783,钟琳雯,6501119199702117783,female,27,妇产科,冠心病; 肺炎; 尿路感染
P100784,戴瑶,1500624195908239884,female,65,ICU,高血压
P100785,姜佳华,1400810196505256344,female,59,外科,高脂血症
P100786,蒋佳华,220141719571224358X,female,67,耳鼻喉科,尿路感染
P100787,梁秀蕊,4500430197805092940,female,46,儿科,贫血
P100788,秦磊,6300112197701162655,male,47,眼科,健康体检
P100789,姜斌,6501416192902153316,male,95,儿科,消化性溃疡; 尿路感染; 慢性支气管炎
P100790,吴浩宇,5100323198612178851,male,38,外科,胆囊炎
P100791,白磊,3500822197603192551,male,48,普外科,甲状腺功能亢进
P100792,曾玲燕,2200114193112240860,female,93,新生儿科,甲状腺功能亢进; 冠心病
P100793,许彤晴,5100629199508173824,female,29,神经内科,复查; 慢性阻塞性肺病
P100794,郝洁红,330082219970715540X,female,27,骨科,胆囊炎
P100795,丁峰,3600801194308203758,male,81,ICU,痛风
P100796,白浩浩,3100209196907136234,male,55,内分泌科,冠心病; 肝硬化
P100797,戴红,4502011200011041688,female,24,新生儿科,2型糖尿病
P100798,孙雪,1201707194102214683,female,83,心内科,慢性阻塞性肺病; 骨折; 慢性肾病
P100799,叶宇,6400125197601026711,male,48,ICU,复查
P100800,郑斌刚,3100427196104024872,male,63,儿科,房颤; 慢性支气管炎
P100801,吴晨,5301820194501011916,male,79,康复科,慢性阻塞性肺病
P100802,江博,3101507196001101253,male,64,皮肤科,支气管哮喘
P100803,钟燕欣,4301708196805234809,female,56,普外科,带状疱疹; 胃炎
P100804,萧妍,4101904197608128249,female,48,内分泌科,慢性支气管炎
P100805,白亮俊,4501617198103139292,male,43,老年科,复查
P100806,戴兰,440201419570623004X,female,67,中医科,复查
P100807,卢云洁,1401423196012030965,female,64,儿科,贫血; 消化性溃疡
P100808,韩鑫,5001716199308061793,male,31,肿瘤科,慢性肾病
P100809,汪斌,4501219195009118334,male,74,儿科,类风湿关节炎
P100810,熊梦璐,6400506199612246761,female,28,内科,甲状腺功能亢进
P100811,方勇,5200418201904075854,male,5,妇产科,术前检查
P100812,周泽,2200910194711015498,male,77,康复科,慢性阻塞性肺病
P100813,白悦,5300709198803042248,female,36,眼科,支气管哮喘
P100814,康晴,4100706193510220024,female,89,心内科,肾功能不全
P100815,梁志,6201514200503178570,male,19,内分泌科,消化性溃疡
P100816,白峰龙,4201117194705271097,male,77,心内科,房颤; 肾功能不全; 高脂血症
P100817,姚莉,2100128197011124660,female,54,老年科,高脂血症; 类风湿关节炎
P100818,阎翔伟,1101910199509074216,male,29,肾内科,高血压; 房颤; 冠心病
P100819,石倩莉,1101620200510278060,female,19,普外科,胃炎
P100820,叶强,6400503193612065319,male,88,外科,急性上呼吸道感染
P100821,马悦慧,6301129196001119023,female,64,眼科,带状疱疹; 高血压
P100822,夏静薇,3700209199802067729,female,26,中医科,甲状腺功能亢进
P100823,苏文,5200319199210275911,male,32,妇产科,甲状腺功能亢进; 慢性支气管炎; 胆囊炎
P100824,梁伟翔,6300724196004109632,male,64,神经内科,慢性肾病
P100825,沈明,2101009197705078974,male,47,消化内科,尿路感染
P100826,丁琪,4401305197801276882,female,46,心内科,高脂血症; 尿路感染; 慢性肾病
P100827,贾晨,6100709195002172770,male,74,消化内科,消化性溃疡
P100828,方明,4400211198807228918,male,36,皮肤科,高血压
P100829,夏志杰,3701806199505069612,male,29,泌尿外科,术前检查; 高脂血症
P100830,方云颖,3200230196811132986,female,56,妇产科,房颤
P100831,邱娟英,4200719193010239628,female,94,儿科,急性上呼吸道感染; 慢性支气管炎
P100832,高琳,2200610200611053904,female,18,骨科,类风湿关节炎
P100833,孙云雯,210120419470116608X,female,77,口腔科,类风湿关节炎
P100834,阎璐,330051319550705984X,female,69,神经内科,高脂血症; 慢性阻塞性肺病
P100835,丁俊,210081219580420465X,male,66,ICU,慢性阻塞性肺病; 肺炎
P100836,何俊飞,5000614200406131957,male,20,神经内科,产检
P100837,许海峰,1301222198008269315,male,44,皮肤科,高血压; 贫血
P100838,林妍,5101314198308219807,female,41,神经内科,消化性溃疡
P100839,廖颖,1400614193109126866,female,93,口腔科,高血压
P100840,邱莉彤,370100219440702156X,female,80,泌尿外科,带状疱疹
P100841,钟雪,2101012195809095303,female,66,泌尿外科,冠心病
P100842,魏磊,1400524197802181872,male,46,肿瘤科,尿路感染; 术前检查
P100843,金睿,4500413201301056517,male,11,内分泌科,肝硬化; 高脂血症; 慢性阻塞性肺病
P100844,宋建,6200719195607043355,male,68,耳鼻喉科,脑梗死
P100845,叶睿,5200609194505246418,male,79,耳鼻喉科,甲状腺功能亢进
P100846,傅芳,3100915202111057642,female,3,妇产科,2型糖尿病
P100847,萧丽,3602011193908196962,female,85,普外科,高血压; 阑尾炎; 胆囊炎
P100848,田桂,2101309195209235109,female,72,口腔科,慢性支气管炎; 复查
P100849,徐萍,3301522197405255906,female,50,儿科,贫血; 尿路感染
P100850,夏娟,4300513199104137704,female,33,妇产科,类风湿关节炎
P100851,康斌亮,3601225193507182771,male,89,耳鼻喉科,带状疱疹
P100852,卢晨,3701027197108255736,male,53,骨科,高血压
P100853,范华,3601407200911148106,female,15,耳鼻喉科,慢性支气管炎
P100854,李婷,1301201198608229581,female,38,感染科,甲状腺功能减退; 贫血
P100855,叶云慧,2201915199702015822,female,27,口腔科,脑梗死; 甲状腺功能亢进
P100856,廖秀,370030119310308950X,female,93,口腔科,产检; 支气管哮喘
P100857,夏建,4300115196110216110,male,63,神经内科,冠心病; 带状疱疹
P100858,邹瑶,6301925200205251426,female,22,肾内科,阑尾炎
P100859,袁志杰,6501625198402153159,male,40,内分泌科,健康体检
P100860,任莉,4201001195903052847,female,65,眼科,慢性肾病
P100861,郑妍,1500505196911107745,female,55,血液科,骨折
P100862,董天天,5301713202212176195,male,2,骨科,肾功能不全; 胆囊炎; 带状疱疹
P100863,姚英,5100311196807012844,female,56,心内科,房颤
P100864,韩泽,5301729196301272938,male,61,肾内科,慢性阻塞性肺病; 胃炎
P100865,廖丽悦,1201519194102266627,female,83,呼吸内科,甲状腺功能亢进
P100866,程健嘉,2200329199802241690,male,26,神经内科,骨折
P100867,毛天,5000307201806266119,male,6,泌尿外科,甲状腺功能减退
P100868,郝天俊,6400424200610145636,male,18,眼科,术前检查; 高血压
P100869,戴梦华,5001009199109106825,female,33,内分泌科,肝硬化
P100870,胡华,2100603199008169760,female,34,口腔科,健康体检
P100871,陆华霞,3201125195205176766,female,72,妇产科,类风湿关节炎; 肾功能不全
P100872,郑慧,5100611193103206669,female,93,皮肤科,痛风
P100873,程莉,3201124194906054547,female,75,泌尿外科,慢性阻塞性肺病
P100874,张倩欣,310012719790825902X,female,45,心内科,心力衰竭; 慢性肾病
P100875,赵婷,2200720196609246460,female,58,消化内科,脑梗死
P100876,蒋志,5201608198211133592,male,42,眼科,胃炎
P100877,贾文,1500311197402169977,male,50,儿科,肝硬化; 甲状腺功能减退
P100878,田华毅,6301023195009170237,male,74,老年科,胆囊炎; 带状疱疹
P100879,董华红,5200909197304227705,female,51,儿科,痛风
P100880,潘蕊,110191419570912048X,female,67,感染科,复查
P100881,康雪,6100418194002182089,female,84,急诊科,术前检查
P100882,吴波,3300306196003218292,male,64,内分泌科,高脂血症
P100883,杜睿凯,3301405195801083337,male,66,眼科,胆囊炎; 术前检查
P100884,康泽,610050719400307393X,male,84,妇产科,冠心病
P100885,郝泽,2200710199604222078,male,28,消化内科,类风湿关节炎
P100886,赵玲,3700713195507010668,female,69,泌尿外科,类风湿关节炎
P100887,邱秀华,1400625196512172604,female,59,普外科,尿路感染; 胆囊炎
P100888,唐萍,4200415194708090200,female,77,血液科,慢性阻塞性肺病; 胃炎
P100889,薛兰,5200321196305088260,female,61,普外科,房颤
P100890,陈桂,1500523200603176000,female,18,外科,类风湿关节炎
P100891,叶彤,1500612200103171421,female,23,内科,肝硬化
P100892,叶莉,6501602202406019426,female,0,肿瘤科,支气管哮喘
P100893,郑杰刚,3701428201702166878,male,7,儿科,高血压; 肝硬化
P100894,方莉悦,1401616196411239588,female,60,心内科,肝功能异常
P100895,萧军,2300809194910042351,male,75,内分泌科,术前检查; 房颤
P100896,蒋波超,3500226198212262539,male,42,内科,冠心病
P100897,郑峰睿,6401913197204215736,male,52,泌尿外科,健康体检; 消化性溃疡
P100898,邹雪华,5100422199109154388,female,33,消化内科,带状疱疹
P100899,赵悦红,4301005193202044448,female,92,泌尿外科,慢性支气管炎
P100900,潘晨刚,3401720195212249937,male,72,眼科,急性上呼吸道感染; 带状疱疹
P100901,金亮杰,4500827196311289633,male,61,新生儿科,高脂血症; 甲状腺功能减退; 房颤
P100902,杜斌恒,330052419300815381X,male,94,急诊科,肝硬化
P100903,史嘉,4100625201203053174,male,12,感染科,痛风
P100904,邱慧琳,1401922201403131928,female,10,泌尿外科,房颤
P100905,王秀,4100822195911205642,female,65,妇产科,术前检查
P100906,吴宇,6500904195707278079,male,67,肿瘤科,复查
P100907,萧琪梦,640162719310608896X,female,93,肿瘤科,胃炎
P100908,沈莉,1300104198505129163,female,39,呼吸内科,骨折
P100909,傅霞,6301913194309207780,female,81,口腔科,胃炎
P100910,康杰华,3601323196212209518,male,62,肾内科,健康体检; 术前检查
P100911,杜波,5001104202003013775,male,4,感染科,术前检查
P100912,魏琳云,5200925200506152025,female,19,新生儿科,胆囊炎; 慢性阻塞性肺病
P100913,谢蕊,620081119870924390X,female,37,康复科,慢性阻塞性肺病
P100914,顾蕊,5201612195205284369,female,72,肾内科,贫血; 胆囊炎
P100915,胡鹏,3201818193611182278,male,88,耳鼻喉科,甲状腺功能减退; 慢性支气管炎
P100916,秦峰,350053019960912491X,male,28,康复科,慢性肾病; 慢性支气管炎
P100917,萧瑶,1101608200211098823,female,22,呼吸内科,健康体检; 类风湿关节炎
P100918,王斌强,4301819194308142478,male,81,骨科,慢性阻塞性肺病; 支气管哮喘
P100919,薛莉,3400323197606181744,female,48,中医科,肝功能异常
P100920,廖志,3401827198704242874,male,37,消化内科,急性上呼吸道感染
P100921,顾瑶,3701821197801180749,female,46,普外科,肾功能不全; 肺炎
P100922,周荣,4501614193501239023,female,89,血液科,健康体检
P100923,陆兰妍,6101822194207057543,female,82,内科,急性上呼吸道感染; 尿路感染; 消化性溃疡
P100924,史勇,4500627193504082314,male,89,皮肤科,消化性溃疡; 阑尾炎; 慢性支气管炎
P100925,杜睿,4100528197007234336,male,54,妇产科,甲状腺功能亢进
P100926,邓蕊莉,5000311197606215703,female,48,ICU,急性上呼吸道感染
P100927,叶杰恒,1101919202207104711,male,2,骨科,复查
P100928,陆飞,3401906200803205630,male,16,ICU,健康体检
P100929,顾磊,3201004193302264434,male,91,眼科,胃炎
P100930,唐梦彤,6301326194411185707,female,80,口腔科,阑尾炎
P100931,薛超俊,1201626199401128498,male,30,妇产科,慢性支气管炎; 胆囊炎
P100932,郝慧玲,3601314197705214801,female,47,普外科,胃炎
P100933,白洁,1201727199711230527,female,27,急诊科,甲状腺功能亢进
P100934,杨悦兰,6301424197209026581,female,52,骨科,冠心病
P100935,马健,5200716193606032697,male,88,皮肤科,冠心病; 支气管哮喘
P100936,胡斌华,6300812197303135111,male,51,儿科,脑梗死
P100937,钟妍,5300914194904218804,female,75,肿瘤科,支气管哮喘; 房颤
P100938,姚建,6101505197101238433,male,53,急诊科,消化性溃疡; 贫血
P100939,周华,5201310199811236843,female,26,神经内科,心力衰竭; 胃炎
P100940,潘鹏,4200216196804056117,male,56,妇产科,支气管哮喘
P100941,徐勇凯,4500222196003156436,male,64,老年科,胆囊炎
P100942,崔伟,3700729199803128216,male,26,血液科,慢性肾病
P100943,萧辉,3700327199201283197,male,32,ICU,贫血
P100944,孔浩勇,5300624196601204158,male,58,外科,胃炎
P100945,张龙洋,6400825193410048016,male,90,眼科,2型糖尿病
P100946,康佳彤,4102009196004224464,female,64,普外科,肾功能不全; 术前检查; 带状疱疹
P100947,高斌,3400114199405063837,male,30,外科,骨折
P100948,林琳倩,3701513197008245940,female,54,内分泌科,慢性阻塞性肺病
P100949,金飞鹏,4501229196011265991,male,64,老年科,带状疱疹; 肝硬化
P100950,潘超,6102014196905270635,male,55,心内科,贫血
P100951,熊怡瑶,510060920230719958X,female,1,老年科,慢性阻塞性肺病
P100952,罗海华,4502017195408119416,male,70,口腔科,肺炎
P100953,李伟,6501207194802119537,male,76,心内科,肺炎
P100954,顾婷,210101019430623128X,female,81,骨科,肾功能不全; 贫血; 痛风
P100955,陆凯,3100804196308238433,male,61,泌尿外科,冠心病
P100956,阎志亮,3401519194012277330,male,84,泌尿外科,复查; 尿路感染
P100957,徐颖玲,1400721196207054147,female,62,中医科,慢性支气管炎; 尿路感染
P100958,李彤,3100717197806283585,female,46,内科,贫血
P100959,曹博波,5101522199812251059,male,26,新生儿科,高血压
P100960,吕龙志,3101311198212224692,male,42,感染科,阑尾炎
P100961,丁建,5100326197502158553,male,49,ICU,2型糖尿病; 肝功能异常
P100962,袁勇勇,130012419990228015X,male,25,耳鼻喉科,术前检查
P100963,朱彤玲,5200301200403035526,female,20,心内科,慢性支气管炎
P100964,蒋琪慧,2101610194310239381,female,81,外科,高血压
P100965,谢鹏毅,5200307197712042357,male,47,老年科,贫血; 慢性阻塞性肺病; 慢性肾病
P100966,廖梅莉,1100910193504179622,female,89,急诊科,复查
P100967,黄彤,1100311196212157549,female,62,中医科,肺炎; 心力衰竭
P100968,任琳,4101118196805259528,female,56,呼吸内科,冠心病
P100969,戴璐,6501515199408281929,female,30,康复科,痛风; 2型糖尿病
P100970,卢龙,3600605197106017539,male,53,心内科,慢性阻塞性肺病
P100971,罗荣娟,6401809197805272922,female,46,普外科,复查; 高脂血症
P100972,郑蕊,5201620201702113725,female,7,呼吸内科,复查
P100973,夏俊博,5102014197311107811,male,51,耳鼻喉科,慢性肾病
P100974,叶玲洁,2300711201106148825,female,13,内分泌科,产检; 房颤
P100975,康雪,2301920194811193027,female,76,普外科,2型糖尿病
P100976,邹霞桂,3702029198109169346,female,43,急诊科,甲状腺功能减退
P100977,高颖,1101112201504217967,female,9,新生儿科,房颤
P100978,姚婷,4500410196304209303,female,61,康复科,慢性肾病; 脑梗死
P100979,钟芳萍,5001403200601214768,female,18,老年科,肾功能不全; 健康体检; 支气管哮喘
P100980,秦鑫,2202015199808093635,male,26,眼科,2型糖尿病
P100981,杨浩,4300121197312135557,male,51,血液科,冠心病
P100982,蒋妍,5200516202001240803,female,4,儿科,贫血
P100983,孙翔,1301613199306256911,male,31,ICU,慢性阻塞性肺病
P100984,孔军,2300221198005088793,male,44,内科,骨折
P100985,陈敏红,3301113193103179666,female,93,内科,慢性肾病
P100986,赵欣,2301916202001070042,female,4,中医科,带状疱疹
P100987,潘飞伟,3101812193510106570,male,89,骨科,心力衰竭; 阑尾炎
P100988,蒋建斌,5101725196910215131,male,55,骨科,支气管哮喘
P100989,冯鹏,2201927194912223859,male,75,泌尿外科,骨折
P100990,董薇芳,4101324200106074167,female,23,血液科,贫血; 复查
P100991,白梦云,1102002201701280147,female,7,内科,支气管哮喘
P100992,马洋鹏,3101421193506030251,male,89,老年科,消化性溃疡
P100993,高莉,5000129193304046024,female,91,内科,脑梗死
P100994,毛雯娟,5200507194302240863,female,81,口腔科,冠心病
P100995,汪璐,1300923194001223667,female,84,心内科,2型糖尿病; 房颤
P100996,曹鑫,6401418195710278977,male,67,感染科,急性上呼吸道感染
P100997,薛燕,3401224196809067088,female,56,儿科,尿路感染
P100998,谢晴,6301622197205056968,female,52,肾内科,慢性支气管炎; 心力衰竭; 肝功能异常
P100999,魏璐,3301730196203028021,female,62,耳鼻喉科,贫血
P101000,冯峰海,4200419194209020050,male,82,新生儿科,贫血; 骨折
P101001,姚秀颖,6301308197109227346,female,53,康复科,胃炎
P101002,姜超,650172619521201137X,male,72,儿科,肝硬化; 脑梗死; 慢性阻塞性肺病
P101003,冯悦,1101004195201012624,female,72,老年科,肺炎; 心力衰竭
P101004,郭怡,3201113198312204721,female,41,神经内科,产检
P101005,姚磊,6401325197512166816,male,49,肿瘤科,尿路感染; 复查
P101006,阎磊,4300303195608093111,male,68,泌尿外科,阑尾炎
P101007,江志博,4501404196108070136,male,63,眼科,2型糖尿病; 健康体检
P101008,廖辉,5300209197109217418,male,53,中医科,甲状腺功能亢进
P101009,彭英梦,6300307200311056166,female,21,呼吸内科,甲状腺功能亢进
P101010,陈兰雪,5201526194008088907,female,84,妇产科,肝功能异常
P101011,田俊波,5001804202012125373,male,4,外科,高脂血症
P101012,周军泽,1400106196704051195,male,57,骨科,健康体检; 带状疱疹
P101013,石丽,4300208196507042525,female,59,神经内科,慢性阻塞性肺病
P101014,叶洋,4401701202011093830,male,4,内分泌科,产检; 类风湿关节炎; 甲状腺功能减退
P101015,石洁华,6400305196311188526,female,61,ICU,肺炎
P101016,邹丽,2300914199311120765,female,31,外科,慢性阻塞性肺病; 2型糖尿病
P101017,叶峰,4102026195112056577,male,73,皮肤科,贫血; 脑梗死
P101018,谭丽,5200525202409038201,female,0,肾内科,房颤
P101019,贾兰,4101325197408178889,female,50,中医科,肝功能异常
P101020,贾燕,5000309194109208044,female,83,消化内科,骨折; 胆囊炎
P101021,曹妍兰,3600909199609227667,female,28,口腔科,肝功能异常; 慢性肾病
P101022,薛毅,210042419921017925X,male,32,皮肤科,阑尾炎
P101023,谭翔志,4301105192910153294,male,95,急诊科,支气管哮喘
P101024,张丽莉,630091719440919726X,female,80,心内科,高脂血症
P101025,秦霞,1401225198003060603,female,44,急诊科,房颤
P101026,马波睿,5300910201706205536,male,7,呼吸内科,房颤
P101027,曹桂晴,630130719990326698X,female,25,内科,慢性支气管炎; 房颤; 复查
P101028,马华,6500630199210062857,male,32,妇产科,肝硬化
P101029,毛梦,1301423197602285662,female,48,儿科,支气管哮喘; 2型糖尿病
P101030,冯蕊,4101720194806014960,female,76,耳鼻喉科,肾功能不全
P101031,秦龙峰,3100823199606133736,male,28,血液科,产检; 2型糖尿病
P101032,周鑫,3500116202006125571,male,4,肿瘤科,心力衰竭
P101033,程荣莉,4401720197804286722,female,46,外科,带状疱疹; 急性上呼吸道感染; 骨折
P101034,郑军,3101505197502173736,male,49,肿瘤科,甲状腺功能亢进
P101035,戴博勇,4400610200410027070,male,20,肿瘤科,脑梗死; 2型糖尿病
P101036,江勇杰,6101518200109049751,male,23,康复科,甲状腺功能亢进
P101037,王浩,4200213194201171731,male,82,外科,肝功能异常
P101038,江翔,5200423199908063130,male,25,皮肤科,冠心病; 肺炎
P101039,何芳琪,4301329193707186768,female,87,皮肤科,尿路感染; 慢性阻塞性肺病; 心力衰竭
P101040,梁薇,4501227200504033809,female,19,耳鼻喉科,支气管哮喘; 肝硬化; 带状疱疹
P101041,卢俊强,6401926198603159739,male,38,皮肤科,慢性阻塞性肺病; 脑梗死
P101042,李刚,3701229199408232670,male,30,儿科,急性上呼吸道感染
P101043,高杰洋,3600320197111283750,male,53,ICU,冠心病
P101044,周琳兰,1501809195301040701,female,71,ICU,带状疱疹
P101045,任峰凯,3400226196406106693,male,60,妇产科,复查; 高脂血症
P101046,孔睿,5101524195407119255,male,70,儿科,甲状腺功能减退
P101047,史龙刚,2201419202201052479,male,2,感染科,肾功能不全; 高脂血症
P101048,冯芳,410030820050524592X,female,19,口腔科,慢性支气管炎
P101049,贾彤,4301829196805199442,female,56,皮肤科,肾功能不全; 房颤
P101050,萧强,5301302199005167552,male,34,感染科,胃炎; 肾功能不全
P101051,萧华,4201214200312189578,male,21,肿瘤科,肝硬化
P101052,袁亮,3300214193702255176,male,87,儿科,2型糖尿病
P101053,叶秀蕊,2201314194307193040,female,81,呼吸内科,贫血; 阑尾炎
P101054,秦浩,6200105195502036977,male,69,普外科,肾功能不全; 急性上呼吸道感染
P101055,方辉斌,6301222194711227311,male,77,外科,肝硬化
P101056,马敏,630072620181001216X,female,6,普外科,慢性肾病
P101057,史斌健,6101704197503216390,male,49,呼吸内科,冠心病; 慢性阻塞性肺病
P101058,郑洁,5001314196705103040,female,57,口腔科,脑梗死
P101059,罗桂静,3700505198003049205,female,44,神经内科,胆囊炎; 脑梗死
P101060,汪欣雯,6501621194912070442,female,75,骨科,尿路感染
P101061,杨磊,4101522194603275051,male,78,泌尿外科,胆囊炎
P101062,卢妍,1301629200105144223,female,23,外科,脑梗死; 复查
P101063,韩华,3302012193806234307,female,86,妇产科,甲状腺功能减退
P101064,高宇,4201329193509096798,male,89,耳鼻喉科,甲状腺功能减退; 高脂血症; 冠心病
P101065,邱雯璐,4400316202201145360,female,2,耳鼻喉科,胆囊炎
P101066,任建磊,3500901193710096733,male,87,外科,健康体检
P101067,潘伟,6301814193305180296,male,91,康复科,肝硬化; 急性上呼吸道感染
P101068,毛萍,2301318195902289247,female,65,骨科,甲状腺功能减退
P101069,钟军华,5300906195802058453,male,66,口腔科,贫血
P101070,冯英梅,5000303198912181904,female,35,内科,肺炎; 房颤; 甲状腺功能亢进
P101071,任宇毅,450092619800822105X,male,44,感染科,甲状腺功能亢进
P101072,唐悦,6200303192910262029,female,95,内分泌科,甲状腺功能减退
P101073,丁娟佳,4201307194502262128,female,79,耳鼻喉科,肺炎; 骨折
P101074,白璐颖,2200119200501154508,female,19,口腔科,阑尾炎; 痛风; 高血压
P101075,范燕霞,1501616196602197083,female,58,康复科,消化性溃疡; 冠心病
P101076,袁兰,3200523198202023363,female,42,儿科,痛风
P101077,金翔博,320110619450101911X,male,79,儿科,胃炎; 带状疱疹; 消化性溃疡
P101078,许宇涛,1300802200010263556,male,24,老年科,慢性支气管炎
P101079,孔兰倩,1301109195705149405,female,67,儿科,高血压
P101080,石磊,2101918196602093111,male,58,内分泌科,胃炎
P101081,方飞,3600122198509086659,male,39,眼科,甲状腺功能减退; 复查
P101082,黄波龙,1501319199005125297,male,34,神经内科,消化性溃疡
P101083,邓梦,5300923194610071684,female,78,骨科,消化性溃疡; 脑梗死
P101084,陈刚,3500507193502223510,male,89,眼科,类风湿关节炎
P101085,王海飞,620042819791221475X,male,45,肿瘤科,房颤
P101086,韩桂琳,4101609198511085507,female,39,消化内科,术前检查
P101087,黄洋,6501005197707043650,male,47,骨科,高血压
P101088,金丽,2200927198604156166,female,38,消化内科,骨折
P101089,何娟,4200504197104183443,female,53,ICU,胃炎
P101090,熊兰,6501009202002083185,female,4,耳鼻喉科,甲状腺功能亢进
P101091,金芳娟,4401101198409146123,female,40,骨科,肝硬化
P101092,邓荣,4401204196210194860,female,62,耳鼻喉科,脑梗死
P101093,陈雪云,4300123196804140908,female,56,眼科,骨折; 痛风
P101094,冯健,4301523195602221738,male,68,康复科,带状疱疹
P101095,刘建天,6501529197511192611,male,49,内分泌科,消化性溃疡; 慢性支气管炎; 心力衰竭
P101096,陈志,1101627196212242775,male,62,内分泌科,骨折
P101097,张怡,5200601193408189409,female,90,皮肤科,房颤
P101098,谢亮磊,1501015195204070770,male,72,呼吸内科,冠心病; 消化性溃疡
P101099,薛博,6500616196102274814,male,63,骨科,甲状腺功能亢进
P101100,朱燕,3600823200207042146,female,22,中医科,阑尾炎
P101101,郑梦,4501509196907064042,female,55,耳鼻喉科,2型糖尿病
P101102,杜斌毅,6200529198110040630,male,43,康复科,消化性溃疡; 产检
P101103,毛玲华,1201728197603087780,female,48,急诊科,慢性支气管炎
P101104,金悦莉,3601628200203022629,female,22,感染科,慢性支气管炎; 肾功能不全
P101105,吴怡,2100928196006154301,female,64,外科,2型糖尿病; 慢性支气管炎
P101106,梁晴慧,6501821198008264706,female,44,感染科,2型糖尿病; 肾功能不全
P101107,卢佳,6101009194211102001,female,82,新生儿科,产检; 慢性肾病
P101108,熊丽梅,4100217198206135564,female,42,内科,急性上呼吸道感染
P101109,许华宇,4200513200709094891,male,17,妇产科,肾功能不全
P101110,邹红,6300626198206107362,female,42,康复科,冠心病
P101111,杨欣欣,450122619640915028X,female,60,老年科,甲状腺功能亢进; 肝功能异常
P101112,黄文,6301704193107097195,male,93,康复科,心力衰竭
P101113,孔志,5200717194204138217,male,82,血液科,肾功能不全
P101114,高峰,5001014200109193839,male,23,内科,痛风
P101115,叶恒,6400227199802154950,male,26,皮肤科,尿路感染
P101116,彭敏红,5100610194706182407,female,77,口腔科,支气管哮喘
P101117,戴荣,6100824196709011343,female,57,呼吸内科,甲状腺功能亢进
P101118,蔡玲,3300210195711238701,female,67,神经内科,类风湿关节炎
P101119,魏鹏,3500826199612041819,male,28,急诊科,术前检查
P101120,郭悦慧,2201607200411221767,female,20,皮肤科,骨折
P101121,戴磊,4201625192910254172,male,95,妇产科,痛风
P101122,王辉强,330140419581004703X,male,66,耳鼻喉科,高血压
P101123,阎宇,6302004195012109271,male,74,内科,类风湿关节炎; 慢性阻塞性肺病
P101124,史琳静,1401721200902269880,female,15,神经内科,慢性肾病
P101125,程峰,6101407200610052135,male,18,心内科,肾功能不全; 肺炎
P101126,任文海,5301005201401236699,male,10,肿瘤科,冠心病; 带状疱疹; 2型糖尿病
P101127,曹蕊,5200404196001179524,female,64,肿瘤科,2型糖尿病; 冠心病
P101128,黄恒,6300113197110031977,male,53,急诊科,类风湿关节炎
P101129,谢飞宇,2101419197009181374,male,54,皮肤科,高脂血症; 肾功能不全
P101130,金建磊,6201715199709019931,male,27,内分泌科,产检
P101131,戴磊翔,5101215198001048816,male,44,耳鼻喉科,带状疱疹; 肺炎
P101132,曾妍娟,6200613194405199689,female,80,中医科,痛风
P101133,彭雯,5101503193512226642,female,89,儿科,带状疱疹
P101134,崔云妍,4402026200609102425,female,18,心内科,骨折
P101135,高怡,5200118198207206029,female,42,血液科,术前检查; 痛风
P101136,田辉,2301122199909208492,male,25,肾内科,肝功能异常; 2型糖尿病
P101137,张琳,440201419550323430X,female,69,新生儿科,肾功能不全; 慢性阻塞性肺病
P101138,郝桂,350121419890719800X,female,35,心内科,产检
P101139,马桂,6100409194810112443,female,76,血液科,脑梗死
P101140,邹荣,6100801202403160087,female,0,肿瘤科,支气管哮喘; 肺炎
P101141,胡龙,4501127200804270319,male,16,急诊科,急性上呼吸道感染
P101142,徐梅,3701425200706022289,female,17,心内科,健康体检; 痛风
